Version,College Name,Location,Date,No of Participants Attended,No of Sessions,Session Duration,Usage
online,Virtual Lab Workshop,"Presidency University, Bangalore",2020-01-25,132,2,02:30,5940
online,Virtual  Lab Workshop,CSD Presentation Hall,2020-01-13,39,1,02:00,390
online,Virtual Lab workshop,Coimbatore,2018-09-20,NULL,4,02:30,NULL
online,civil engineering,chandwad,2020-01-03,48,1,01:30,48
online,Virtual Labs Workshop,Tatyasaheb Kore Institute of Engineering and Technology,2019-01-30,102,2,02:00,217
online,Virtual Labs Workshop,Tatyasaheb Kore Institute of Engineering and Technology,2019-02-22,105,2,02:00,531
online,Virtual Labs Workshop,Tatyasaheb Kore Institute of Engineering and Technology,2019-10-16,96,2,02:00,296
online,Orientation Program,"Mehdipatnam, Hyderabad",2019-09-07,349,11,01:00,4841
online,Virtual Labs Workshop,Walchand College of Engineering,2019-02-26,138,2,02:00,392
online,Virtual Labs Workshop,Walchand College of Engineering,2019-09-30,142,2,02:00,528
online,Virtual Labs Workshop,Government College of Engineering Karad,2019-11-14,159,2,02:00,1362
online,Virtual Labs Workshop,Vidyalankar Institute of Technology,2019-01-08,131,2,02:00,439
online,Virtual Labs Workshop,Marathwada institute of Technology,2019-02-16,131,2,02:00,506
online,Virtual Labs Workshop,Marathwada institute of Technology,2019-08-23,137,2,02:00,9273
online,Virtual Labs Workshop,Pune Vidyarthi Grighas College of Engineering Nashik,2019-01-30,134,2,02:00,1128
online,Virtual Labs Workshop,Pune Vidyarthi Grighas College of Engineering Nashik,2019-04-12,131,2,02:00,982
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2019-01-10,110,2,01:00,582
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2019-o2-14,120,2,01:00,980
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2019-02-14,120,1,01:00,980
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2019-07-18,144,2,02:00,826
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2019-10-10,151,2,02:00,1460
online,Virtual Labs Workshop,PVGs College of Engineering and Technology Pune,2019-01-05,100,2,02:00,582
online,Virtual Labs Workshop,PVGs College of Engineering and Technology Pune,2019-02-27,101,2,02:00,504
online,Virtual Labs Workshop,PVGs College of Engineering and Technology Pune,2020-03-25,NULL,2,02:00,NULL
online,Virtual Labs Workshop,PVGs College of Engineering and Technology Pune,2019-03-25,129,2,02:00,1040
online,Virtual Labs Workshop,PVGs College of Engineering and Technology Pune,2019-04-02,112,2,02:00,698
online,Virtual Labs Workshop,PVGs College of Engineering and Technology Pune,2019-03-27,140,2,02:00,799
online,Virtual Labs Workshop,PVGs College of Engineering and Technology Pune,2019-04-09,105,2,02:00,681
online,Virtual Labs Workshop,PVGs College of Engineering and Technology Pune,2019-04-12,135,2,02:00,738
online,Virtual Labs Workshop,PVGs College of Engineering and Technology Pune,2019-07-18,124,2,02:00,936
online,Virtual Labs Workshop,PVGs College of Engineering and Technology Pune,2019-08-20,106,2,02:00,1042
online,Virtual Labs Workshop,PVGs College of Engineering and Technology Pune,2019-08-22,104,2,02:00,758
online,Virtual Labs Workshop,PVGs College of Engineering and Technology Pune,2019-08-29,126,2,02:00,975
online,test,test,2018-12-27,123,4,01:30,1234
online,Workshop on Virtual Labs,"Shree Guru Gobind Singh Tricentenary University, Gurgaon Badli Road Chandu, Budhera, Gurugram, Haryana",2020-01-23,NULL,2,01:00,NULL
online,Virtual Lab Workshop,CSD Presentation Hall,2020-01-23,46,1,02:00,644
online,Virtual Lab Workshop,"Agnel Institute of Technology and Design, Goa",2020-01-24,78,1,02:30,3276
online,Mechanical Engineering,"Srinivas University College of Engineering and Technology, Mukka",2020-01-29,62,1,02:00,2170
online,Workshop on Virtual Labs,"Mandsaur University, Madhya Pradesh",2020-01-27,NULL,3,01:00,NULL
online,Workshop on Virtual Labs,"Manav Rachna University, Faridabad",2020-01-30,NULL,3,01:00,NULL
online,Workshop on Virtual Labs,"Mangalmay Institute of Engineering and Technology, Knowledge Park II, Greater Noida, Uttar Pradesh",2020-01-31,NULL,2,01:00,NULL
online,Workshop on Virtual Labs,"SAGE University, Bypass Road, Kailod Kartal, Indore, Madhya Pradesh",2020-02-03,NULL,3,01:00,NULL
online,test,test,2020-01-26,13,23,23:12,11
online,test,test,2020-01-26,12,23,23:12,12
online,test27,test,2020-01-23,100,4,01:30,1000
online,test,test,2020-01-26,12,13,23:12,12
online,Workshop on Virtual Labs,College of Engineering Pune,2020-01-31,41,3,01:30,160
online,Workshop on Virtual Labs,"Government Polytechnic, Awasari",2020-01-30,29,2,01:00,29
online,Workshop on Virtual Labs,"Hindustan College of Science and Technology, Mathura",2020-02-06,NULL,6,01:00,NULL
online,Virtual Lab Workshop,"Government College of Engineering, Kannur",2020-02-05,7,1,02:00,140
online,Workshop on Virtual Labs,"GD Goenka University, Sohna, Gurgaon, Haryana",2020-02-10,NULL,4,01:00,NULL
online,Workshop on Virtual Labs,"Bhagwan Parshuram Institute of Technology, Dr KN Katju Marg, Rohini, New Delhi",2020-02-11,NULL,2,01:00,NULL
online,BIET-Virtual labs,"Mangalpally Village, Ibrahimpatnam Mandal, Telangana",2020-01-31,127,3,02:00,2531
online,SSSIHL-VirtualLabs,"Vidyagiri Prasanthi Nilayam, Andhra Pradesh",2020-02-06,19,1,02:00,108
online,Virtual Lab Workshop,CSD Presentation Hall,2020-02-14,14,1,01:00,504
online,Workshop on Virtual Labs,"University Institute of Engineering and Technology, Punjab University, Chandigarh",2020-02-18,NULL,2,01:00,NULL
online,Workshop on Virtual Labs,"Modern Group of Colleges, Pathankot, Punjab",2020-02-20,NULL,2,01:00,NULL
online,Virtual Lab Workshop,CSD Presentation Hall,2020-02-17,13,1,02:00,234
online,IIT Kanpur,"Subhartipuram Delhi Haridwar Meerut Bypass Rd, Meerut, Uttar Pradesh",2019-11-14,94,1,02:00,940
online,IIT Kanpur,"Subhartipuram Delhi Haridwar, Meerut Bypass Rd, Meerut, Uttar Pradesh",2019-11-14,NULL,1,02:00,NULL
online,Virtual Lab Workshop,"Visvesvaraya Technological University, Belgavi",2020-02-19,49,4,03:00,3332
online,Computer Science and Engineering and Chemical Sciences,Sree Vidyanikethan Engineering College,2019-12-02,NULL,1,02:00,NULL
online,Workshop on Virtual Labs,"Seth Vishambhar Nath Institute of Engineering and Technology, Safedabad, Lucknow, Highway, Barabanki, Uttar Pradesh",2020-02-24,NULL,2,01:00,NULL
online,Virtual Lab Workshop,"Gumma, Himachal Pradesh",2020-02-11,370,6,02:00,35520
online,Virtual Lab Workshop,"Greater Noida, Uttar Pradesh",2020-02-06,97,2,02:00,7760
online,Workshop on Virtual Labs,College of Engineering Pune,2020-02-18,46,3,02:00,281
online,State-Level Workshop on Virtual Labs,"United College of Engineering and Research, UPSIDC Industrial Area, Naini, Prayagraj, Uttar Pradesh",2020-02-26,NULL,3,01:00,NULL
online,Workshop on Virtual Labs,College of Engineering Pune,2020-02-25,38,3,01:30,280
online,Workshop on Virtual Labs,"Ram Lal Anand College, Benito Juarez Marg, South Campus, South Moti Bagh, New Delhi",2020-03-03,NULL,2,01:00,NULL
online,Workshop on Virtual Labs,"Krishna Institute of Engineering and Technology,  Ghaziabad Meerut Road, Ghaziabad, Uttar Pradesh",2020-03-04,NULL,3,01:00,NULL
online,Virtual Lab Workshop,"PES Institute of Technology and Management, Shivamogga",2020-02-29,68,1,02:30,2924
online,V-Labs Advancing towards Virtual Experiments,"Karnataka State Open University, Mysore",2020-03-03,40,2,02:00,2520
online,Virtual Lab Workshop,Guru Nanak Dev Engineering College Bidar,2020-03-09,77,1,03:00,2772
online,Workshop on Virtual Labs,"ATME College of Engineering, Mysore",2020-01-13,57,2,02:00,1368
online,Virtual Lab Workshop,"University BDT College of Engineering, Davangere",2020-03-18,NULL,2,02:30,NULL
online,Virtual Lab Workshop,"GM Institute of Technology, Davangere",2020-03-19,NULL,2,02:30,NULL
online,Virtual Lab Workshop,"Jain Institute of Technology, Davangere",2020-03-20,NULL,2,02:30,NULL
online,Workshop on Virtual Labs,"CGC Technical Campus, State Highway , Jhanjeri, Sahibzada Ajit Singh Nagar, Punjab",2020-02-12,77,2,01:00,385
online,Virtual Labs Workshop,"PVG College of Engineering and Technology, Pune",2016-04-10,80,1,01:00,800
online,Virtual Labs Workshop,"PVG College of Engineering and Technology, Pune",2016-07-25,156,2,01:00,1850
online,Workshop on Virtual Labs,"Oriental Institute of Science and Technology, Bhopal, Madhya Pradesh",2020-03-16,NULL,2,01:00,NULL
online,Virtual Lab Workshop,"Gandhinagar, Gujarat",2020-04-29,62,4,01:00,2976
online,Virtual Lab Workshop,"Kotkhai, Shimla, Himachal Pradesh",2020-04-29,29,1,01:00,1392
online,Smart use of Virtual Laboratory for Faculties and Students,Anantrao Pawar College Of Engineering and Research Pune,2020-04-29,276,3,01:00,276
online,Virtual Lab Workshop,"Roorkee, Uttarakhand",2020-04-16,36,3,01:00,1728
online,Virtual Lab Workshop,Udaipur Rajasthan,2020-04-20,90,6,01:00,4320
online,Virtual Lab Workshop,"Bareilly, Uttar Pradesh",2020-04-27,180,6,01:00,8640
online,Virtual Lab Workshop,"Ludhiana, Punjab",2020-05-18,536,12,01:00,25728
online,Virtual Labs Workshop,"Guru Nanak Khalsa College of Arts, Science and Commerce, Mumbai",2016-10-21,412,3,01:00,3550
online,Virtual Labs Workshop,"Guru Nanak Khalsa College of Arts, Science and Commerce, Mumbai",2017-06-22,36,1,01:00,192
online,Virtual Labs Workshop,"Guru Nanak Khalsa College of Arts, Science and Commerce, Mumbai",2017-10-11,174,2,01:00,1735
online,Virtual Labs Workshop,"Guru Nanak Khalsa College of Arts, Science and Commerce, Mumbai",2018-06-22,27,1,01:00,211
online,Virtual Labs Workshop,"Guru Nanak Khalsa College of Arts, Science and Commerce, Mumbai",2019-02-23,122,2,01:00,1156
online,Virtual Labs Workshop,"Tatyasaheb Kore Institute of Engineering and Technology, Kolhapur",2016-10-21,565,5,01:00,2199
online,Virtual Labs Workshop,"Tatyasaheb Kore Institute of Engineering and Technology, Kolhapur",2017-01-05,81,1,01:00,81
online,Virtual Labs Workshop,"Tatyasaheb Kore Institute of Engineering and Technology, Kolhapur",2017-01-10,95,1,01:00,760
online,Virtual Labs Workshop,"Tatyasaheb Kore Institute of Engineering and Technology, Kolhapur",2017-01-25,42,1,01:00,210
online,Virtual Labs Workshop,"Tatyasaheb Kore Institute of Engineering and Technology, Kolhapur",2017-01-27,105,1,01:00,197
online,Virtual Labs Workshop,"Tatyasaheb Kore Institute of Engineering and Technology, Kolhapur",2017-02-01,66,1,01:00,264
online,Virtual Labs Workshop,"Tatyasaheb Kore Institute of Engineering and Technology, Kolhapur",2017-02-07,50,1,01:00,150
online,Virtual Labs Workshop,"Tatyasaheb Kore Institute of Engineering and Technology, Kolhapur",2017-02-17,40,1,01:00,120
online,Virtual Labs Workshop,"Tatyasaheb Kore Institute of Engineering and Technology, Kolhapur",2017-05-27,84,1,01:00,354
online,Virtual Labs Workshop,"Tatyasaheb Kore Institute of Engineering and Technology, Kolhapur",2017-07-06,55,1,01:00,70
online,Virtual Labs Workshop,"Tatyasaheb Kore Institute of Engineering and Technology, Kolhapur",2017-08-01,45,1,01:00,60
online,Virtual Labs Workshop,"Tatyasaheb Kore Institute of Engineering and Technology, Kolhapur",2017-08-05,79,1,01:00,454
online,Virtual Labs Workshop,"Tatyasaheb Kore Institute of Engineering and Technology, Kolhapur",2017-08-08,51,1,01:00,80
online,Webinar on Virtual Labs,"Banda, Uttar Pradesh",2020-06-05,500,4,01:00,16000
online,Webinar on Virtual Labs,"Bareilly, Uttar Pradesh",2020-06-06,3792,6,01:00,227520
online,test,test,2020-06-11,100,2,02:30,100
online,test1,hyderabad,2020-06-09,NULL,2,02:00,NULL
online,Virtual Lab Webinar,"Jankipuram Extension, Lucknow",2020-04-16,600,4,00:45,1
online,Webinar on Virtual Labs,BITT Polytechnic Ranchi,2020-06-25,NULL,2,01:00,NULL
online,Webinar on Virtual Lab,"IET Ram manohar avadh, Faizabad",2020-04-16,200,3,01:00,4000
online,Webinar on Virtual Lab,"REC Banda, Uttar Pradesh",2020-04-18,NULL,4,01:00,NULL
online,Webinar on Virtual Lab,"REC Banda, AKTU Lucknow",2020-04-28,700,2,01:20,14000
online,Webinar on Virtual Lab,"REC Banda, AKTU Lucknow",2020-04-29,600,1,01:30,6000
online,Webinar on Virtual Lab,"REC, Banda, AKTU, Lucknow, Uttar Pradesh",2020-04-30,NULL,1,01:40,NULL
online,Webinar on Virtual Lab,"REC Banda, AKTU Lucknow",2020-05-01,NULL,1,02:00,NULL
online,Webinar on Virtual Lab,"REC Banda, AKTU Lucknow",2020-05-04,600,2,01:20,12000
online,Webinar on Virtual Lab,"REC Banda, AKTU Lucknow",2020-05-05,NULL,1,01:30,NULL
online,Webinar on Virtual Lab,"REC Banda, AKTU Lucknow",2020-05-06,NULL,1,01:20,NULL
online,EXTC,THANE,2020-06-28,NULL,4,01:30,NULL
online,Webinar on Virtual Lab,MIET Meerut,2020-06-27,NULL,2,01:00,NULL
online,Virtual Lab Workshop,Tulas Institute Dehradun,2020-05-22,74,1,02:00,3552
online,Virtual Lab Workshop,Parul Institute of Engineering and Technology Vadodara Gujarat,2020-05-14,138,1,02:00,6624
online,Virtual Lab Workshop,College of Engineering Roorkee,2020-05-20,182,1,02:00,8736
online,Virtual Lab Workshop,College of Engineering Roorkee,2020-04-27,36,1,02:00,1728
online,Virtual Lab Workshop,"Jawaharlal Nehru Government Engineering College, Pung, Sundernagar, Himachal Pradesh",2020-05-18,36,1,02:00,1728
online,CSE,R V COLLEGE OF ENGINEERING,2019-08-31,NULL,2,02:00,NULL
online,CSE,R V COLLEGE OF ENGINEERING,2020-01-24,NULL,2,02:00,NULL
online,IIT Kanpur,Kanpur,2020-06-25,NULL,1,03:00,NULL
online,Webinar on Virtual Labs,"Ayodhya, Uttar Pradesh",2020-07-20,NULL,2,02:00,NULL
online,Webinar on Virtual Lab,"Bhabhua, Bihar",2020-07-20,1000,2,01:30,20000
online,Webinar on Virtual Labs,Shri Vaishnav Institute of Information Technology,2020-07-21,NULL,2,01:00,NULL
online,Webinar on Virtual Labs,"University College of Engineering and Technology, Bikaner Technical University",2020-07-22,NULL,1,01:00,NULL
online,Webinar on Virtual Labs,"BK Birla Institute of Engineering and Technology, Pilani",2020-07-23,NULL,1,01:00,NULL
online,Webinar on Virtual Labs,"Jodhpur Institute of Engineering and Technology, Jodhpur",2020-07-27,NULL,1,01:00,NULL
online,Online E-BOOTATHON 01,"Online E BOOTATHON ORGANIZED by IIT KANPUR , REC BANDA",2020-07-04,NULL,20,03:00,NULL
online,A Two Week Faculty Development Program on Virtual Labs 18 May to 27 May 2020,"Vidyavardhini College of Engineering and Technology, Palghar",2020-05-18,1772,10,02:00,5950
online,A two-week SDP on Virtual Labs Parikshan-2020 Experiment on click from 22nd June  to 3rd July 2020,"Vidyavardhini College of Engineering and Technology, Palghar",2020-06-22,3000,12,02:00,2934
online,Webinar on Virtual Labs,"Sobhasaria Group Of Institutions, Sikar, Rajasthan",2020-08-04,NULL,1,01:00,NULL
online,Webinar on Virtual Labs,"Modern Institute of Technology and Research Centre, Alwar, Rajasthan",2020-08-04,NULL,1,01:00,NULL
online,Webinar on Virtual Labs,"Delhi Technical Campus Greater Noida, Uttar Pradesh",2020-08-05,NULL,1,01:00,NULL
online,Webinar on Virtual Labs,"RTC Institute of Technology, Jharkhand",2020-08-07,NULL,1,01:00,NULL
online,Webinar on Virtual Labs,Malaviya National Institute of Technology Jaipur,2020-08-08,NULL,1,01:00,NULL
online,Webinar on Virtual Labs,"Government Mahila engineering College Ajmer, Rajasthan",2020-08-10,NULL,3,01:00,NULL
online,Webinar on Virtual Labs,"The ICFAI University, Jaipur",2020-08-11,NULL,1,01:00,NULL
online,Workshop on Virtual Laboratory,"SHREE L R TIWARI College of Engineering, Mira Road East Thane",2020-05-28,803,1,02:00,803
online,Webinar on Virtual Labs,"Chartered Institute of Technology, Aburoad, Rajasthan",2020-08-12,NULL,1,01:00,NULL
online,Webinar on Virtual Labs,"Indo Global College of Engineering, Mohali",2020-08-13,253,1,01:00,253
online,Webinar on Virtual Labs,"Govt Engineering College Barmer, Rajasthan",2020-08-13,NULL,1,01:00,NULL
online,Webinar on Virtual Labs,"Institute of Engineering and Technology, Alwar",2020-08-14,NULL,1,01:00,NULL
online,Webinar on Virtual Labs,"Surendra Group of Institutions, Rajasthan",2020-08-17,NULL,1,01:00,NULL
online,Webinar on Virtual Labs,"Bhartiya Institute of Engineering and Technology, Rajasthan",2020-08-17,NULL,1,01:00,NULL
online,Webinar on Virtual Labs,"School of Research and Technology, People s University",2020-08-18,308,1,01:00,308
online,Webinar on Virtual Labs,"ITM University, Vadodara, Gujrat",2020-08-19,197,1,01:00,197
online,Webinar on Virtual Labs,Amity University Haryana,2020-08-20,NULL,1,01:00,NULL
online,Webinar on Virtual Labs,Government Polytechnic Daman,2020-08-21,46,1,01:00,46
online,webinar on workshop,IET Campus Faizabad Uttar Pradesh,2020-04-16,NULL,2,02:00,NULL
online,webinar on virtual lab,Banda Uttar Pradesh,2020-04-18,120,2,02:00,1200
online,webinar on virtual lab,online Dr Abdul Kalam Technical University Lucknow IIT Bombay IIT Delhi  IIIT Hyderabad,2020-04-22,210,2,04:00,2100
online,webinar on workshop,online PVGs College of Engineering and Technology Pune,2020-04-28,110,2,02:00,1100
online,webinar on virtual lab,online D Y Patil Deemed to be University Navi Mumbai,2020-04-29,110,1,04:00,1100
online,CSE,Webinar Stack in Data Structure,2020-08-25,NULL,1,01:00,NULL
online,Webinar on Virtual Labs,"Delhi Technological University, Delhi",2020-08-26,NULL,1,01:00,NULL
online,Virtual Lab,"Rajendra lvlane College of Engineering and Technology, Ratnagiri",2018-01-10,110,2,01:00,582
online,Virtual Labs Workshop,"Rajendra lvlane College of Engineering and Technology, Ratnagiri",2018-01-23,140,2,01:00,940
online,Virtual Labs Workshop,"Rajendra lvlane College of Engineering and Technology, Ratnagiri",2018-02-01,160,3,01:00,982
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2018-06-14,130,3,01:00,1020
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2018-02-17,112,1,01:00,890
online,Virtual Labs Workshop,"Rajendra Mane College of Engineering and Technology, Ratnagiri",2018-03-14,120,2,01:00,794
online,Virtual Labs Workshop,"Rajendra Mane College of Engineering and Technology, Ratnagiri",2018-02-22,110,2,01:00,754
online,Virtual Labs Workshop,"Rajendra Mane College of Engineering and Technology, Ratnagiri",2018-04-12,152,2,01:00,990
online,Virtual Labs Workshop,"Rajendra Mane College of Engineering and Technology, Ratnagiri",2018-10-11,152,3,01:00,1300
online,Virtual Labs Workshop,"Rajendra Mane College of Engineering and Technology, Ratnagiri",2019-04-11,135,2,01:00,850
online,Virtual Labs Workshop,"Rajendra Mane College of Engineering and Technology, Ratnagiri",2019-06-20,140,2,01:00,790
online,Virtual Labs Workshop,"Rajendra Mane College of Engineering and Technology, Ratnagiri",2019-10-17,120,2,01:00,782
online,Virtual Lab,"PVG College of Engineering, Nashik",2015-10-30,232,3,01:00,1628
