Version,College Name,Location,Date,No of Participants Attended,No of Sessions,Session Duration,Usage
online,Virtual Labs Workshop,PVG  College of Engineering,2017-08-23,5,1,01:00,46
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-08-23,60,2,01:00,604
online,Virtual Labs Workshop,VPM Polytechnic,2017-08-23,16,1,01:00,50
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-08-24,8,1,01:00,33
online,Virtual Labs Workshop,PVG  College of Engineering,2017-08-24,6,1,01:00,11
online,Virtual Labs Workshop,Patkar Varde College,2017-08-24,21,1,01:00,210
online,Virtual Labs Workshop,VPM Polytechnic,2017-08-24,11,1,01:00,99
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-08-24,35,2,01:00,305
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-08-24,43,2,01:00,215
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-08-24,7,1,01:00,54
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-08-26,120,2,01:00,240
online,Virtual Labs Workshop,PVG  College of Engineering,2017-08-26,3,1,01:00,24
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-08-26,36,2,01:00,342
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-08-27,2,1,01:00,10
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-08-28,17,2,01:00,34
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-08-28,0,1,01:00,0
online,Virtual Labs Workshop,VPM Polytechnic,2017-08-28,2,1,01:00,19
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-08-28,46,2,01:00,230
online,Virtual Labs Workshop,VPM Polytechnic,2017-08-29,12,1,01:00,50
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-08-29,48,2,01:00,253
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-08-29,7,1,01:00,11
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-08-29,4,1,01:00,21
online,Virtual Labs Workshop,VPM Polytechnic,2017-08-29,10,1,01:00,44
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-08-30,295,5,01:00,307
online,Virtual Labs Workshop,Sigma Institute Of Technology And Engineering Polytecnic,2017-08-31,11,1,01:00,11
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-08-31,88,3,01:00,385
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-08-31,33,1,01:00,184
online,Virtual Labs Workshop,Rajarshi Shahu College of Engineering,2017-08-31,397,7,01:00,1054
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-08-31,43,1,01:00,215
online,Virtual Labs Workshop,AISSMS College of Engineering,2017-09-01,69,2,01:00,276
online,Virtual Labs Workshop,PVG  College of Engineering,2017-09-01,2,1,01:00,10
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-09-01,36,1,01:00,180
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-09-01,0,1,01:00,0
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-09-01,11,1,01:00,11
online,Virtual Labs Workshop,"Faculty of Engineering, Marwadi Education Foundations Group of Institutions",2017-09-02,32,1,01:00,32
online,Virtual Labs Workshop,VPM Polytechnic,2017-09-02,3,1,01:00,42
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-09-03,19,1,01:00,21
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-09-03,65,3,01:00,415
online,Virtual Labs Workshop,VPM Polytechnic,2017-09-04,17,3,01:00,92
online,Virtual Labs Workshop,VPM Polytechnic,2017-09-05,2,1,01:00,33
online,Virtual Labs Workshop,Viishvakarma institute of Technology,2017-09-05,242,3,01:00,1210
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-09-05,19,1,01:00,95
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-09-06,NULL,1,01:00,NULL
online,Virtual Labs Workshop,Marathwada Institute of Technology,2017-09-06,13,1,01:00,13
online,Virtual Labs Workshop,VPM Polytechnic,2017-09-06,11,1,01:00,26
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-09-06,30,1,01:00,60
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-07,NULL,1,01:00,NULL
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-07,NULL,1,01:00,NULL
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-07,NULL,1,01:00,NULL
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-09-07,39,3,01:00,226
online,Virtual Labs Workshop,Marathwada Institute of Technology,2017-09-07,20,1,01:00,20
online,Virtual Labs Workshop,VPM Polytechnic,2017-09-07,2,1,01:00,29
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-09-07,41,1,01:00,205
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-08,2,1,01:00,11
online,Virtual Labs Workshop,Marathwada Institute of Technology,2017-09-08,42,2,01:00,68
online,Virtual Labs Workshop,VPM Polytechnic,2017-09-08,18,2,01:00,280
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-09-08,35,1,01:00,210
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-09-09,20,1,01:00,120
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-09-09,NULL,1,01:00,NULL
online,Virtual Labs Workshop,"Faculty of Engineering, Marwadi Education Foundations Group of Institutions",2017-09-09,80,2,01:00,2000
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-09-09,120,2,01:00,240
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-09-11,75,1,01:00,156
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-09-11,32,1,01:00,126
online,Virtual Labs Workshop,VPM Polytechnic,2017-09-11,3,1,01:00,25
online,Virtual Labs Workshop,"Marathwada Institute of Technology, Aurangabad",2017-09-11,60,1,01:00,87
online,Virtual Labs Workshop,"Polytechnic, MSU Baroda",2017-09-11,60,2,01:00,600
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-09-11,25,1,01:00,368
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-09-11,31,1,01:00,155
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-12,3,1,01:00,43
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-09-12,80,2,01:00,185
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-09-12,72,3,01:00,96
online,Virtual Labs Workshop,Marathwada Institute of Technology,2017-09-12,36,2,01:00,36
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-09-12,50,1,01:00,300
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-09-12,115,2,01:00,230
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-09-12,60,2,01:00,858
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-09-12,11,1,01:00,22
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-09-13,16,1,01:00,21
online,Virtual Labs Workshop,VPM Polytechnic,2017-09-13,1,1,01:00,11
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-09-13,47,2,01:00,125
online,Virtual Labs Workshop,Marathwada Institute of Technology,2017-09-13,13,1,01:00,13
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-09-13,51,3,01:00,124
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-09-13,50,1,01:00,100
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-09-13,21,1,01:00,286
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-13,4,1,01:00,17
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-09-14,27,1,01:00,46
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-09-14,109,3,01:00,169
online,Virtual Labs Workshop,Sigma Institute Of Technology And Engineering Polytecnic,2017-09-14,82,2,01:00,82
online,Virtual Labs Workshop,Priyadarshini College of Engineering,2017-09-14,70,2,01:00,140
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-09-14,1,1,01:00,15
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-15,1,1,01:00,41
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-09-15,34,1,01:00,294
online,Virtual Labs Workshop,VPM Polytechnic,2017-09-15,2,1,01:00,25
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-09-15,32,1,01:00,37
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-09-15,45,2,01:00,135
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-09-15,13,1,01:00,166
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-09-15,49,1,01:00,245
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-09-16,17,1,01:00,143
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-09-16,40,1,01:00,45
online,Virtual Labs Workshop,Sigma Engineering College MATAR,2017-09-16,15,1,01:00,150
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-09-16,197,3,01:00,1396
online,Virtual Labs Workshop,MGM Jawaharlal Nehru Engineering College,2017-09-16,300,3,01:00,550
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-09-16,1,1,01:00,15
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-16,13,1,01:00,130
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-09-18,55,2,01:00,394
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-09-18,98,1,01:00,743
online,Virtual Labs Workshop,Priyadarshini College of Engineering,2017-09-18,80,1,01:00,160
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-09-18,5,1,01:00,81
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-09-18,1,1,01:00,11
online,Virtual Labs Workshop,"Marathwada Institute of Technology, Aurangabad",2017-09-19,100,1,01:00,126
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-09-19,0,1,01:00,0
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-09-19,16,1,01:00,96
online,Virtual Labs Workshop,"CSMSS Chh Shashu College of Engineering, Aurangabad",2017-09-19,24,1,01:00,144
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-09-19,23,1,01:00,184
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-09-20,41,2,01:00,199
online,Virtual Labs Workshop,Marathwada Institute of Technology,2017-09-20,53,2,01:00,53
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-09-20,78,2,01:00,164
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-09-20,0,1,01:00,0
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-09-20,86,3,01:00,178
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-09-20,50,1,01:00,100
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-09-20,2,1,01:00,16
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-20,5,1,01:00,50
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-21,1,1,01:00,65
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-09-21,20,1,01:00,100
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-09-21,148,3,01:00,673
online,Virtual Labs Workshop,Bapurao Deshmukh COE Sevagram,2017-09-21,47,2,01:00,225
online,Virtual Labs Workshop,"Marathwada Institute of Technology, Aurangabad",2017-09-21,113,1,01:00,166
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-09-21,95,2,01:00,363
online,Virtual Labs Workshop,K J institute of Engineering and Technology,2017-09-21,50,1,01:00,129
online,Virtual Labs Workshop,VPM Polytechnic,2017-09-21,32,1,01:00,85
online,Virtual Labs Workshop,Priyadarshini College of Engineering,2017-09-21,61,1,01:00,61
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-09-21,55,1,01:00,110
online,Virtual Labs Workshop,Viishvakarma institute of Technology,2017-09-21,77,2,01:00,539
online,Virtual Labs Workshop,PVG  College of Engineering,2017-09-21,6,1,01:00,15
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-09-21,15,1,01:00,191
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-22,15,1,01:00,171
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-09-22,96,3,01:00,268
online,Virtual Labs Workshop,Marathwada Institute of Technology,2017-09-22,31,1,01:00,63
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-09-22,98,2,01:00,441
online,Virtual Labs Workshop,K J institute of Engineering and Technology,2017-09-22,73,2,01:00,238
online,Virtual Labs Workshop,Parul University,2017-09-22,11,1,01:00,11
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-09-22,70,1,01:00,402
online,Virtual Labs Workshop,Sigma Institute Of Technology And Engineering Polytecnic,2017-09-22,39,1,01:00,172
online,Virtual Labs Workshop,Priyadarshini College of Engineering,2017-09-22,70,1,01:00,140
online,Virtual Labs Workshop,VPM Polytechnic,2017-09-22,18,1,01:00,80
online,Virtual Labs Workshop,"CSMSS Chh Shashu College of Engineering, Aurangabad",2017-09-22,33,1,01:00,455
online,Virtual Labs Workshop,PVG  College of Engineering,2017-09-22,6,1,01:00,32
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-09-22,20,2,01:00,256
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-09-23,109,1,01:00,789
online,Virtual Labs Workshop,Marathwada Institute of Technology,2017-09-23,90,4,01:00,90
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-09-23,68,1,01:00,543
online,Virtual Labs Workshop,VPM Polytechnic,2017-09-23,19,1,01:00,132
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-09-23,0,1,01:00,0
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-09-23,6,1,01:00,46
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-25,8,1,01:00,99
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-25,NULL,1,01:00,NULL
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-25,NULL,1,01:00,NULL
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-09-25,42,2,01:00,133
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-09-25,3,1,01:00,10
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-09-25,15,1,01:00,15
online,Virtual Labs Workshop,"P R Pote Patil Education and Welfare Trusts, College of Engineering and Management",2017-09-25,1454,7,01:00,8095
online,Virtual Labs Workshop,Priyadarshini College of Engineering,2017-09-25,70,2,01:00,140
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-09-25,106,2,01:00,709
online,Virtual Labs Workshop,"Faculty of Engineering, Marwadi Education Foundations Group of Institutions",2017-09-25,19,1,01:00,19
online,Virtual Labs Workshop,PVG  College of Engineering,2017-09-25,7,1,01:00,21
online,Virtual Labs Workshop,VPM Polytechnic,2017-09-25,19,1,01:00,77
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-09-25,8,1,01:00,51
online,Virtual Labs Workshop,K J Somaiya College of Engineering,2017-09-25,150,3,01:00,150
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-26,1,1,01:00,15
online,Virtual Labs Workshop,Bapurao Deshmukh COE Sevagram,2017-09-26,8,1,01:00,40
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-09-26,29,1,01:00,103
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-09-26,57,2,01:00,153
online,Virtual Labs Workshop,"Faculty of Engineering, Marwadi Education Foundations Group of Institutions",2017-09-26,24,2,01:00,129
online,Virtual Labs Workshop,PES University,2017-09-26,40,2,01:00,263
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-09-26,0,1,01:00,0
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-09-26,98,3,01:00,288
online,Virtual Labs Workshop,PVG  College of Engineering,2017-09-26,17,1,01:00,37
online,Virtual Labs Workshop,VPM Polytechnic,2017-09-26,10,1,01:00,54
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbaid,2017-09-26,16,1,01:00,133
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-27,8,1,01:00,125
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-09-27,79,4,01:00,484
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-09-27,83,3,01:00,157
online,Virtual Labs Workshop,"Faculty of Engineering, Marwadi Education Foundations Group of Institutions",2017-09-27,55,2,01:00,440
online,Virtual Labs Workshop,PES University,2017-09-27,17,1,01:00,106
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-09-27,103,3,01:00,276
online,Virtual Labs Workshop,VPM Polytechnic,2017-09-27,2,1,01:00,20
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-09-27,4,1,01:00,41
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-09-28,125,1,01:00,494
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-09-28,26,1,01:00,35
online,Virtual Labs Workshop,PES University,2017-09-28,7,1,01:00,51
online,Virtual Labs Workshop,Viishvakarma institute of Technology,2017-09-28,87,3,01:00,348
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-09-28,46,2,01:00,139
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-09-28,90,3,01:00,673
online,Virtual Labs Workshop,VPM Polytechnic,2017-09-28,6,1,01:00,27
online,Virtual Labs Workshop,Sigma Institute Of Technology And Engineering Polytecnic,2017-09-28,135,3,01:00,139
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-09-28,37,1,01:00,422
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-28,3,1,01:00,48
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-09-29,119,3,01:00,1034
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-09-29,18,1,01:00,40
online,Virtual Labs Workshop,MGM Jawaharlal Nehru Engineering College,2017-09-29,145,3,01:00,764
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-09-29,3,1,01:00,27
online,Virtual Labs Workshop,K J Somaiya College of Engineering,2017-09-29,54,2,01:00,54
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-09-30,119,3,01:00,1034
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-09-30,3,1,01:00,33
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-09-30,287,5,01:00,3779
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-10-01,1,1,01:00,10
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-01,2,1,01:00,15
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-10-02,1,1,01:00,15
online,Virtual Labs Workshop,MGM Jawaharlal Nehru Engineering College,2017-10-02,451,5,01:00,1825
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-02,12,1,01:00,162
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-10-03,25,1,01:00,78
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-10-04,140,1,01:00,959
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-03,7,1,01:00,89
online,Virtual Labs Workshop,"Faculty of Engineering, Marwadi Education Foundations Group of Institutions",2017-10-03,12,1,01:00,83
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-10-03,110,4,01:00,965
online,Virtual Labs Workshop,St Vincent Pallotti College of Engineering and Technology,2017-10-03,60,2,01:00,240
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-10-03,11,1,01:00,21
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-10-04,27,1,01:00,60
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-10-04,25,2,01:00,161
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-10-04,120,2,01:00,240
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-04,2,1,01:00,28
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-10-05,6,1,01:00,22
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-10-05,84,3,01:00,200
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-10-05,2,1,01:00,17
online,Virtual Labs Workshop,"Faculty of Engineering, Marwadi Education Foundations Group of Institutions",2017-10-05,97,3,01:00,776
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-10-05,70,2,01:00,220
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-05,2,1,01:00,30
online,Virtual Labs Workshop,PVG College of Engineering and Technology,2017-10-05,64,1,01:00,448
online,Virtual Labs Workshop,Sigma Institute Of Technology And Engineering Polytecnic,2017-10-05,68,3,01:00,74
online,Virtual Labs Workshop,St Vincent Pallotti College of Engineering and Technology,2017-10-05,61,2,01:00,244
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-10-06,15,1,01:00,15
online,Virtual Labs Workshop,Government College of Engineering,2017-10-06,14,1,01:00,56
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-10-06,50,2,01:00,150
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-06,16,1,01:00,214
online,Virtual Labs Workshop,St Vincent Pallotti College of Engineering and Technology,2017-10-06,129,2,01:00,816
online,Virtual Labs Workshop,St Vincent Pallotti College of Engineering and Technology,2017-10-07,62,2,01:00,496
online,Virtual Labs Workshop,Prof Ram Meghe Institute of Technology and Research,2017-10-07,328,5,01:00,3280
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-09,25,2,01:00,364
online,Virtual Labs Workshop,PVG  College of Engineering,2017-10-09,61,2,01:00,461
online,Virtual Labs Workshop,Government College of Engineering,2017-10-09,48,2,01:00,420
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-10-09,13,1,01:00,71
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-10-09,1,1,01:00,10
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-10-09,2,1,01:00,28
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-10-09,82,3,01:00,164
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-09,17,1,01:00,251
online,Virtual Labs Workshop,PVG  College of Engineering,2017-10-09,2,1,01:00,15
online,Virtual Labs Workshop,St Vincent Pallotti College of Engineering and Technology,2017-10-09,182,3,01:00,780
online,Virtual Labs Workshop,MGM Jawaharlal Nehru Engineering College,2017-10-09,125,4,01:00,652
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-10-10,92,2,01:00,327
online,Virtual Labs Workshop,Government College of Engineering,2017-10-10,45,2,01:00,465
online,Virtual Labs Workshop,Shroff S R Rotary Institute of Chemical Technology,2017-10-10,105,5,01:00,154
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-10,12,1,01:00,76
online,Virtual Labs Workshop,Marathwada Institute of Technology,2017-10-11,4,1,01:00,15
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-10-11,79,3,01:00,749
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-10-11,14,1,01:00,134
online,Virtual Labs Workshop,Shroff S R Rotary Institute of Chemical Technology,2017-10-11,721,5,01:00,2528
online,Virtual Labs Workshop,"Guru Nanak Khalsa College of Arts, Science and Commerce",2017-10-11,174,3,01:00,1735
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-10-11,87,2,01:00,209
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-11,34,1,01:00,474
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-10-12,2,1,01:00,51
online,Virtual Labs Workshop,Rajarshi Shahu College of Engineering,2017-10-12,25,1,01:00,89
online,Virtual Labs Workshop,"Marathwada Institute of Technology, Aurangabad",2017-10-12,100,1,01:00,220
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-10-12,86,2,01:00,766
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-10-12,29,1,01:00,249
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-10-12,11,1,01:00,181
online,Virtual Labs Workshop,Bharti Vidyapeeth University COE Pune,2017-10-12,106,2,01:00,1451
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-10-12,50,1,01:00,100
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-12,26,1,01:00,355
online,Virtual Labs Workshop,Shroff S R Rotary Institute of Chemical Technology,2017-10-12,721,5,01:00,2526
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-10-13,32,1,01:00,99
online,Virtual Labs Workshop,Rajarshi Shahu College of Engineering,2017-10-13,68,2,01:00,231
online,Virtual Labs Workshop,Marathwada Institute of Technology,2017-10-13,15,1,01:00,56
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-10-13,29,1,01:00,376
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-10-13,31,1,01:00,578
online,Virtual Labs Workshop,Bharti Vidyapeeth University COE Pune,2017-10-13,6,1,01:00,49
online,Virtual Labs Workshop,D Y Patil University School of Biotechnology and Bioinformatics Navi Mumbai,2017-10-13,3,1,01:00,17
online,Virtual Labs Workshop,Vidyalankar Institiute of Technology,2017-10-13,180,3,01:00,1800
online,Virtual Labs Workshop,St Vincent Pallotti College of Engineering and Technology,2017-10-13,56,1,01:00,336
online,Virtual Labs Workshop,Rajendra Mane College of Engineering and Technology,2017-10-14,104,2,01:00,1100
online,Virtual Labs Workshop,Shri Ramdeobaba College of Engineering and Management,2017-10-14,16,1,01:00,293
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-10-14,10,1,01:00,70
online,Virtual Labs Workshop,JD College of Engineering and Management,2017-10-14,61,2,01:00,122
